planName,clientType,registrationMode,duration,netSales,netProfit,age,accident
K,Basic,Online,23,41,0,36,0
A,Basic,Online,3,30,0,36,0
A,Basic,Online,12,29,0,36,0
A,Basic,Online,3,65,0,36,0
A,Basic,Online,32,24,0,36,0
A,Basic,Online,9,20,0,36,0
A,Basic,Online,4,31,0,36,0
Z,Premium,Online,15,60,24,118,0
Z,Premium,Online,47,39,15.6,118,0
Z,Premium,Online,2,42,16.8,118,0
Z,Premium,Online,25,31,12.4,118,0
Z,Premium,Online,5,195,78,118,0
Z,Basic,Online,13,48,18.24,48,0
Z,Premium,Online,8,23,9.2,54,0
W,Premium,Online,78,6.56,1.84,48,0
W,Premium,Online,51,14.35,4.02,48,0
I,Premium,Online,12,30,10.5,51,0
I,Premium,Online,75,26,9.1,23,0
I,Premium,Online,9,26,9.1,41,0
I,Premium,Online,9,22,7.7,70,0
I,Premium,Online,3,18,6.3,56,0
I,Premium,Online,2,18,6.3,53,0
I,Premium,Online,7,18,6.3,53,0
I,Premium,Online,11,35,12.25,53,0
I,Premium,Online,8,0,6.3,29,0
I,Premium,Online,25,22,7.7,45,0
I,Premium,Online,2,18,6.3,47,0
I,Premium,Online,27,30,10.5,40,0
I,Premium,Online,11,35,12.25,28,0
I,Premium,Online,178,30,10.5,45,0
I,Premium,Online,8,18,6.3,38,0
I,Premium,Online,8,18,6.3,65,0
I,Premium,Online,10,22,7.7,67,0
I,Premium,Online,1,18,6.3,25,0
I,Premium,Online,10,35,12.25,61,0
Z,Premium,Online,12,58,20.3,43,0
Z,Premium,Online,80,109,38.15,29,0
Z,Premium,Online,32,69,24.15,37,0
M,Basic,Offline,35,29,9.57,26,0
I,Premium,Online,33,33,11.55,118,0
M,Basic,Offline,25,0,16.5,32,0
M,Basic,Offline,34,29,9.57,64,0
M,Basic,Offline,150,29,9.57,61,0
C,Premium,Online,74,24.9,8.71,48,0
C,Premium,Online,3,0,8.56,48,0
J,Premium,Online,86,74.9,18.73,32,0
J,Premium,Online,3,27,6.75,39,0
J,Premium,Online,10,53.25,13.31,29,0
J,Premium,Online,15,69,17.25,30,0
J,Premium,Online,9,35.25,8.81,28,0
R,Premium,Online,9,62.25,15.56,25,0
R,Premium,Online,7,62.25,15.56,24,0
R,Premium,Online,8,83,20.75,28,0
N,Premium,Online,9,89.25,22.31,28,0
E,Premium,Online,364,252.85,63.21,30,1
E,Premium,Online,365,202.3,50.58,36,0
Q,Basic,Online,10,39.6,23.76,45,0
Q,Basic,Online,8,39.6,23.76,35,0
Q,Basic,Online,72,19.8,11.88,28,0
Q,Basic,Online,19,49.5,29.7,49,0
Q,Basic,Online,86,49.5,29.7,35,0
Q,Basic,Online,35,39.6,23.76,38,0
Q,Basic,Online,28,39.6,23.76,32,0
Q,Basic,Online,29,29.7,17.82,60,0
Q,Basic,Online,171,29.7,17.82,59,0
Q,Basic,Online,25,29.7,17.82,34,0
Q,Basic,Online,2,19.8,11.88,46,0
Q,Basic,Online,34,29.7,17.82,56,0
Q,Basic,Online,2,19.8,11.88,30,0
Q,Basic,Online,127,49.5,29.7,31,0
Q,Basic,Online,160,39.6,23.76,42,0
Q,Basic,Online,163,19.8,11.88,42,0
Q,Basic,Online,168,49.5,29.7,42,0
Q,Basic,Online,2,19.8,11.88,46,0
Q,Basic,Online,78,99,59.4,56,0
Q,Basic,Online,9,29.7,17.82,30,0
Q,Basic,Online,35,29.7,17.82,51,0
Q,Basic,Online,27,29.7,17.82,31,0
Q,Basic,Online,158,178.2,106.92,44,0
Q,Basic,Online,150,99,59.4,42,0
Q,Basic,Online,325,99,59.4,42,0
Q,Basic,Online,325,99,59.4,44,0
Q,Basic,Online,16,0,47.52,31,0
B,Basic,Online,14,46,0,36,0
B,Basic,Online,54,27,0,36,0
B,Basic,Online,12,32,0,36,0
B,Basic,Online,24,112,0,36,0
B,Basic,Online,91,20,0,46,0
B,Basic,Online,8,41,0,36,0
B,Basic,Online,4,20,0,36,0
B,Basic,Online,14,20,0,36,0
B,Basic,Online,31,45,0,36,0
B,Basic,Online,116,55,0,36,0
B,Basic,Online,18,20,0,36,0
B,Basic,Online,215,20,0,36,0
B,Basic,Online,149,20,0,36,0
B,Basic,Online,37,0,0,36,0
B,Basic,Online,33,20,0,40,0
B,Basic,Online,11,42,0,36,0
B,Basic,Online,51,20,0,51,0
B,Basic,Online,22,20,0,27,0
B,Basic,Online,69,89,0,36,0
B,Basic,Online,68,29,0,36,0
B,Basic,Online,20,20,0,36,0
B,Basic,Online,25,46,0,36,0
B,Basic,Online,7,62,0,36,0
B,Basic,Online,215,20,0,36,0
B,Basic,Online,149,20,0,36,0
B,Basic,Online,10,28,0,36,0
B,Basic,Online,18,45,0,36,0
B,Basic,Online,20,23,0,36,0
B,Basic,Online,40,44,0,36,0
B,Basic,Online,19,20,0,36,0
B,Basic,Online,51,112,0,36,0
B,Basic,Online,85,95,0,36,0
B,Basic,Online,12,31,0,56,0
B,Basic,Online,17,47,0,56,0
K,Basic,Online,36,26,0,36,0
K,Basic,Online,28,62,0,36,0
K,Basic,Online,6,10,0,46,0
K,Basic,Online,68,72,0,36,0
K,Basic,Online,9,13,0,53,0
K,Basic,Online,24,10,0,36,0
K,Basic,Online,5,13,0,31,0
K,Basic,Online,30,14,0,36,0
K,Basic,Online,10,10,0,45,0
K,Basic,Online,108,18,0,36,0
K,Basic,Online,14,26,0,36,0
K,Basic,Online,36,38,0,30,0
K,Basic,Online,212,34,0,31,0
K,Basic,Online,3,27,0,36,0
K,Basic,Online,22,19,0,36,0
K,Basic,Online,9,24,0,36,0
K,Basic,Online,107,0,0,36,0
K,Basic,Online,282,37,0,36,0
K,Basic,Online,276,80,0,36,0
K,Basic,Online,30,80,0,36,0
K,Basic,Online,9,38,0,36,0
K,Basic,Online,46,51,0,36,0
K,Basic,Online,1,10,0,23,0
K,Basic,Online,174,41,0,36,0
K,Basic,Online,7,12,0,36,0
K,Basic,Online,35,10,0,24,0
K,Basic,Online,51,82,0,36,0
K,Basic,Online,38,19,0,36,0
K,Basic,Online,4,38,0,36,0
K,Basic,Online,3,17,0,30,0
K,Basic,Online,26,64,0,36,0
K,Basic,Online,39,15,0,36,0
K,Basic,Online,50,27,0,36,0
K,Basic,Online,13,80,0,30,0
K,Basic,Online,25,27,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,19,80,0,36,0
K,Basic,Online,15,17,0,36,0
K,Basic,Online,4,26,0,36,0
K,Basic,Online,38,10,0,36,0
K,Basic,Online,3,59,0,36,0
K,Basic,Online,17,23,0,38,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,8,10,0,35,0
K,Basic,Online,19,34,0,36,0
A,Basic,Online,9,20,0,36,0
A,Basic,Online,20,41,0,36,0
A,Basic,Online,1,31,0,36,0
A,Basic,Online,19,43,0,36,0
A,Basic,Online,1,74,0,34,0
A,Basic,Online,11,26,0,36,0
A,Basic,Online,42,24,0,36,0
A,Basic,Online,21,20,0,36,0
A,Basic,Online,33,20,0,36,0
A,Basic,Online,8,20,0,36,0
A,Basic,Online,4,27,0,36,0
A,Basic,Online,11,39,0,36,0
Z,Premium,Online,64,62,24.8,118,0
Z,Premium,Online,21,31,12.4,118,0
P,Basic,Online,51,29,11.02,48,0
Z,Premium,Online,0,15,6,24,0
Z,Premium,Online,6,15,6,32,0
Z,Premium,Online,6,15,6,36,0
Z,Premium,Online,29,23,9.2,52,0
I,Premium,Online,6,22,7.7,40,0
I,Premium,Online,38,22,7.7,43,0
I,Premium,Online,17,22,7.7,46,0
I,Premium,Online,155,37,12.95,34,0
I,Premium,Online,11,22,7.7,37,0
I,Premium,Online,4,22,7.7,47,0
I,Premium,Online,10,30,10.5,45,0
I,Premium,Online,36,35,12.25,79,0
I,Premium,Online,90,44,15.4,62,0
I,Premium,Online,3,22,7.7,32,0
I,Premium,Online,8,18,6.3,40,0
I,Premium,Online,6,26,9.1,51,0
I,Premium,Online,2,18,6.3,27,0
Z,Premium,Online,40,45,15.75,41,0
Z,Premium,Online,7,26,9.1,55,0
Z,Premium,Online,20,45,15.75,40,0
B,Basic,Offline,79,20,0,118,0
M,Basic,Offline,67,29,9.57,51,0
W,Premium,Offline,18,16.91,4.74,118,0
W,Premium,Offline,22,21.14,5.93,118,0
J,Premium,Online,6,20.25,5.06,56,0
Q,Basic,Online,101,9.9,5.94,58,0
Q,Basic,Online,100,29.7,17.82,58,0
Q,Basic,Online,17,29.7,17.82,31,0
Q,Basic,Online,37,39.6,23.76,53,0
Q,Basic,Online,135,108.9,65.34,67,0
Q,Basic,Online,52,99,59.4,53,0
Q,Basic,Online,153,49.5,29.7,40,0
Q,Basic,Online,93,29.7,17.82,31,0
Q,Basic,Online,72,59.4,35.64,29,0
Q,Basic,Online,8,9.9,5.94,31,0
Q,Basic,Online,5,9.9,5.94,63,0
Q,Basic,Online,328,59.4,35.64,40,0
Q,Basic,Online,65,19.8,11.88,25,0
Q,Basic,Online,22,29.7,17.82,42,0
B,Basic,Online,276,0,0,28,0
B,Basic,Online,43,82,0,36,0
B,Basic,Online,10,112,0,36,0
B,Basic,Online,71,35,0,36,0
B,Basic,Online,103,20,0,36,0
B,Basic,Online,12,20,0,28,0
B,Basic,Online,28,57,0,36,0
B,Basic,Online,47,110,0,36,0
B,Basic,Online,16,27,0,36,0
B,Basic,Online,3,20,0,36,0
B,Basic,Online,106,32,0,36,0
B,Basic,Online,25,63,0,36,0
B,Basic,Online,4,20,0,36,0
B,Basic,Online,6,20,0,36,0
B,Basic,Online,51,20,0,36,1
B,Basic,Online,63,38,0,36,0
B,Basic,Online,48,20,0,50,0
B,Basic,Online,15,20,0,36,0
B,Basic,Online,48,20,0,50,0
B,Basic,Online,123,38,0,36,0
B,Basic,Online,42,112,0,36,0
B,Basic,Online,8,20,0,48,0
B,Basic,Online,30,45,0,36,0
B,Basic,Online,16,28,0,59,0
K,Basic,Online,41,16,0,36,0
K,Basic,Online,9,25,0,36,0
K,Basic,Online,108,60,0,36,0
K,Basic,Online,51,51,0,36,0
K,Basic,Online,43,10,0,40,0
K,Basic,Online,90,47,0,36,0
K,Basic,Online,23,14,0,36,0
K,Basic,Online,8,16,0,36,0
K,Basic,Online,67,0,0,36,0
K,Basic,Online,46,12,0,36,0
K,Basic,Online,10,10,0,36,0
K,Basic,Online,6,51,0,36,0
K,Basic,Online,4,10,0,28,0
K,Basic,Online,64,16,0,36,0
K,Basic,Online,108,27,0,36,0
K,Basic,Online,77,57,0,36,0
K,Basic,Online,40,17,0,36,0
K,Basic,Online,5,10,0,40,0
K,Basic,Online,3,10,0,21,0
K,Basic,Online,1,12,0,36,0
K,Basic,Online,72,37,0,36,0
K,Basic,Online,13,21,0,44,0
K,Basic,Online,73,80,0,54,0
K,Basic,Online,151,80,0,54,0
K,Basic,Online,2,37,0,36,0
K,Basic,Online,42,13,0,36,0
K,Basic,Online,9,0,0,38,0
K,Basic,Online,23,21,0,36,0
K,Basic,Online,198,0,0,36,0
K,Basic,Online,6,17,0,49,0
K,Basic,Online,25,10,0,28,0
K,Basic,Online,27,10,0,36,0
K,Basic,Online,27,59,0,36,0
K,Basic,Online,10,18,0,36,0
K,Basic,Online,36,42,0,36,0
K,Basic,Online,13,10,0,36,0
K,Basic,Online,100,10,0,40,0
K,Basic,Online,37,10,0,36,0
K,Basic,Online,34,13,0,36,0
K,Basic,Online,8,10,0,36,0
A,Basic,Online,53,20,0,36,0
A,Basic,Online,2,20,0,33,0
A,Basic,Online,2,20,0,33,0
A,Basic,Online,6,20,0,36,0
A,Basic,Online,4,20,0,36,0
A,Basic,Online,2,20,0,36,0
A,Basic,Online,9,34,0,44,0
A,Basic,Online,6,23,0,49,0
A,Basic,Online,25,23,0,36,0
Z,Premium,Online,25,60,24,118,0
Z,Basic,Online,8,22,8.36,48,0
Z,Basic,Online,37,109,41.42,48,0
Z,Basic,Online,57,75,28.5,48,0
Z,Premium,Online,30,31,12.4,31,0
Z,Premium,Online,12,15,6,57,0
W,Premium,Online,20,4.12,1.16,48,0
W,Premium,Online,77,7.92,2.22,48,0
W,Premium,Online,114,6.69,1.88,48,0
W,Premium,Online,49,1.98,0.56,48,0
W,Premium,Online,48,2.76,0.77,48,0
W,Premium,Online,106,4.42,1.24,48,0
W,Premium,Online,15,2.45,0.69,48,0
I,Premium,Online,28,35,12.25,37,0
I,Premium,Online,71,35,12.25,29,0
I,Premium,Online,9,26,9.1,39,0
I,Premium,Online,45,18,6.3,31,0
I,Premium,Online,25,35,12.25,27,0
I,Premium,Online,2,18,6.3,42,0
I,Premium,Online,8,18,6.3,27,0
I,Premium,Online,7,18,6.3,42,0
I,Premium,Online,9,18,6.3,66,0
I,Premium,Online,40,35,12.25,34,0
I,Premium,Online,20,18,6.3,35,0
I,Premium,Online,12,18,6.3,40,0
I,Premium,Online,100,33,11.55,58,0
Z,Premium,Online,4,55,19.25,25,0
M,Basic,Offline,75,29,9.57,70,0
C,Premium,Online,6,39.85,13.95,48,0
R,Premium,Online,3,25.9,6.47,28,0
R,Premium,Online,26,76.3,19.07,70,0
Q,Basic,Online,28,49.5,29.7,45,0
Q,Basic,Online,34,0,41.58,31,0
Q,Basic,Online,13,19.8,11.88,47,0
Q,Basic,Online,146,69.3,41.58,30,0
Q,Basic,Online,31,49.5,29.7,27,0
Q,Basic,Online,54,59.4,35.64,42,0
Q,Basic,Online,7,69.3,41.58,52,0
Q,Basic,Online,43,168.3,100.98,35,0
Q,Basic,Online,22,29.7,17.82,36,0
Q,Basic,Online,7,0,35.64,31,0
Q,Basic,Online,10,0,17.82,41,0
Q,Basic,Online,33,39.6,23.76,57,0
Q,Basic,Online,28,0,17.82,31,0
Q,Basic,Online,9,39.6,23.76,39,0
Q,Basic,Online,63,29.7,17.82,37,0
Q,Basic,Online,34,69.3,41.58,32,0
Q,Basic,Online,23,0,23.76,53,0
Q,Basic,Online,23,29.7,17.82,31,0
Q,Basic,Online,99,49.5,29.7,40,0
Q,Basic,Online,51,99,59.4,28,0
Q,Basic,Online,13,59.4,35.64,61,0
B,Basic,Online,49,28,0,36,0
B,Basic,Online,29,43,0,36,0
B,Basic,Online,46,0,0,36,0
B,Basic,Online,35,98,0,36,0
B,Basic,Online,36,20,0,28,0
B,Basic,Online,27,54,0,36,0
B,Basic,Online,49,112,0,36,0
B,Basic,Online,25,54,0,36,0
B,Basic,Online,22,48,0,35,0
B,Basic,Online,133,47,0,36,0
B,Basic,Online,32,21,0,36,0
B,Basic,Online,12,20,0,40,0
B,Basic,Online,97,38,0,36,0
B,Basic,Online,13,20,0,36,0
B,Basic,Online,57,20,0,36,0
B,Basic,Online,7,25,0,48,0
B,Basic,Online,82,72,0,36,0
B,Basic,Online,266,31,0,36,0
B,Basic,Online,83,27,0,36,0
B,Basic,Online,147,20,0,36,0
B,Basic,Online,15,20,0,36,0
B,Basic,Online,83,20,0,36,0
B,Basic,Online,6,52,0,36,0
B,Basic,Online,28,73,0,36,0
B,Basic,Online,43,29,0,36,0
B,Basic,Online,91,51,0,36,0
B,Basic,Online,180,23,0,36,0
B,Basic,Online,32,39,0,36,0
B,Basic,Online,49,20,0,28,0
B,Basic,Online,92,79,0,36,0
B,Basic,Online,24,21,0,36,1
B,Basic,Online,41,99,0,36,0
B,Basic,Online,5,22,0,36,0
B,Basic,Online,43,26,0,36,0
B,Basic,Online,7,20,0,28,0
B,Basic,Online,11,20,0,36,0
B,Basic,Online,24,94,0,36,0
B,Basic,Online,26,23,0,38,0
B,Basic,Online,9,28,0,44,0
B,Basic,Online,13,20,0,44,0
B,Basic,Online,15,37,0,36,0
B,Basic,Online,64,192,0,58,0
B,Basic,Online,126,20,0,36,0
B,Basic,Online,14,33,0,36,0
B,Basic,Online,14,40,0,36,0
B,Basic,Online,69,112,0,44,0
B,Basic,Online,11,36,0,36,0
B,Basic,Online,7,23,0,29,0
K,Basic,Online,102,10,0,32,0
K,Basic,Online,273,64,0,26,0
K,Basic,Online,1,10,0,36,0
K,Basic,Online,42,11,0,31,0
K,Basic,Online,5,80,0,36,0
K,Basic,Online,8,80,0,36,0
K,Basic,Online,3,17,0,38,0
K,Basic,Online,10,24,0,36,0
K,Basic,Online,51,10,0,40,0
K,Basic,Online,2,24,0,36,0
K,Basic,Online,10,10,0,36,0
K,Basic,Online,19,36,0,36,0
K,Basic,Online,50,10,0,36,0
K,Basic,Online,45,11,0,36,0
K,Basic,Online,25,63,0,36,0
K,Basic,Online,44,45,0,36,0
K,Basic,Online,23,28,0,36,0
K,Basic,Online,7,23,0,36,0
K,Basic,Online,40,22,0,36,0
K,Basic,Online,42,28,0,36,0
K,Basic,Online,65,25,0,36,0
K,Basic,Online,3,19,0,36,0
K,Basic,Online,144,35,0,36,0
K,Basic,Online,103,16,0,42,0
K,Basic,Online,70,10,0,36,0
K,Basic,Online,5,10,0,31,0
K,Basic,Online,12,10,0,45,0
K,Basic,Online,17,10,0,45,0
K,Basic,Online,34,10,0,36,0
K,Basic,Online,8,14,0,36,0
K,Basic,Online,12,30,0,36,0
K,Basic,Online,127,80,0,64,0
K,Basic,Online,4,10,0,67,0
K,Basic,Online,125,35,0,36,0
K,Basic,Online,5,21,0,36,0
K,Basic,Online,21,43,0,36,0
K,Basic,Online,31,10,0,36,0
K,Basic,Online,41,19,0,36,0
K,Basic,Online,7,15,0,36,0
K,Basic,Online,5,24,0,36,0
K,Basic,Online,13,11,0,37,0
K,Basic,Online,26,62,0,36,0
K,Basic,Online,175,60,0,36,0
K,Basic,Online,78,67,0,36,0
K,Basic,Online,66,40,0,30,0
K,Basic,Online,274,69,0,36,0
K,Basic,Online,4,22,0,36,0
K,Basic,Online,275,74,0,28,0
K,Basic,Online,12,17,0,36,0
K,Basic,Online,51,42,0,36,0
A,Basic,Online,23,20,0,36,0
A,Basic,Online,34,23,0,36,0
A,Basic,Online,2,66,0,36,0
A,Basic,Online,19,20,0,36,0
A,Basic,Online,70,20,0,76,0
A,Basic,Online,10,92,0,36,0
A,Basic,Online,15,63,0,36,0
A,Basic,Online,6,20,0,42,0
A,Basic,Online,14,20,0,36,0
Z,Premium,Online,23,78,31.2,118,0
Z,Premium,Online,58,31,12.4,118,0
Z,Premium,Online,23,78,31.2,118,0
P,Basic,Online,16,83,31.54,48,0
W,Premium,Online,35,5.92,1.66,48,0
W,Premium,Online,113,5.08,1.43,48,0
W,Premium,Online,7,0.58,0.16,48,0
I,Premium,Online,37,22,7.7,45,0
I,Premium,Online,14,18,6.3,25,0
I,Premium,Online,7,22,7.7,72,0
I,Premium,Online,70,40,14,54,0
I,Premium,Online,181,37,12.95,32,0
I,Premium,Online,7,18,6.3,16,0
I,Premium,Online,5,22,7.7,46,0
Z,Premium,Online,30,121,42.35,40,0
Z,Premium,Online,34,92,32.2,32,0
J,Premium,Online,16,27,6.75,34,0
J,Premium,Online,19,0,12.94,40,0
J,Premium,Online,13,44.25,11.06,40,0
R,Premium,Online,6,36.75,9.19,33,0
R,Premium,Online,21,62.25,15.56,34,0
R,Premium,Online,10,37.5,9.38,25,0
R,Premium,Online,6,27.75,6.94,70,0
Q,Basic,Online,4,39.6,23.76,29,0
Q,Basic,Online,6,29.7,17.82,31,0
Q,Basic,Online,10,69.3,41.58,54,0
Q,Basic,Online,15,148.5,89.1,44,0
Q,Basic,Online,4,19.8,11.88,48,0
Q,Basic,Online,68,49.5,29.7,38,0
Q,Basic,Online,29,29.7,17.82,24,0
Q,Basic,Online,158,39.6,23.76,64,0
Q,Basic,Online,1,9.9,5.94,37,0
Q,Basic,Online,154,108.9,65.34,41,0
Q,Basic,Online,4,29.7,17.82,44,0
Q,Basic,Online,149,59.4,35.64,40,0
Q,Basic,Online,155,39.6,23.76,31,0
Q,Basic,Online,21,79.2,47.52,41,0
Q,Basic,Online,112,108.9,65.34,41,0
Q,Basic,Online,7,0,41.58,31,0
Q,Basic,Online,7,29.7,17.82,66,0
Q,Basic,Online,26,19.8,11.88,28,0
Q,Basic,Online,99,188.1,112.86,56,0
Q,Basic,Online,13,99,59.4,58,0
Q,Basic,Online,2,9.9,5.94,31,0
Q,Basic,Online,23,49.5,29.7,48,0
Q,Basic,Online,66,69.3,41.58,31,0
Q,Basic,Online,117,89.1,53.46,37,0
B,Basic,Online,56,67,0,36,0
B,Basic,Online,27,46,0,43,0
B,Basic,Online,5,20,0,56,0
B,Basic,Online,114,44,0,36,0
B,Basic,Online,2,21,0,36,0
B,Basic,Online,4,27,0,42,0
B,Basic,Online,34,41,0,26,0
B,Basic,Online,34,33,0,36,0
B,Basic,Online,140,20,0,36,0
B,Basic,Online,8,84,0,36,0
B,Basic,Online,36,23,0,36,0
B,Basic,Online,54,58,0,36,0
B,Basic,Online,84,67,0,36,0
B,Basic,Online,16,82,0,36,0
B,Basic,Online,11,20,0,36,0
B,Basic,Online,16,41,0,36,0
B,Basic,Online,189,94,0,63,0
B,Basic,Online,76,54,0,36,0
B,Basic,Online,33,59,0,36,0
B,Basic,Online,33,45,0,36,0
B,Basic,Online,23,62,0,50,0
B,Basic,Online,46,20,0,41,0
B,Basic,Online,99,20,0,36,0
B,Basic,Online,202,38,0,36,0
B,Basic,Online,327,45,0,36,0
B,Basic,Online,6,20,0,51,0
B,Basic,Online,26,34,0,27,0
B,Basic,Online,6,20,0,65,0
B,Basic,Online,22,87,0,36,0
B,Basic,Online,24,39,0,36,0
B,Basic,Online,10,56,0,36,0
B,Basic,Online,45,49,0,36,0
B,Basic,Online,8,70,0,36,0
B,Basic,Online,84,20,0,36,0
B,Basic,Online,49,42,0,36,0
B,Basic,Online,244,29,0,36,0
B,Basic,Online,30,101,0,55,0
B,Basic,Online,10,20,0,36,0
B,Basic,Online,11,35,0,36,0
B,Basic,Online,7,23,0,29,0
B,Basic,Online,41,65,0,36,0
B,Basic,Online,36,20,0,34,0
B,Basic,Online,18,91,0,36,0
B,Basic,Online,13,45,0,36,0
B,Basic,Online,3,20,0,36,0
K,Basic,Online,31,10,0,36,0
K,Basic,Online,274,74,0,30,0
K,Basic,Online,274,74,0,28,0
K,Basic,Online,28,44,0,36,0
K,Basic,Online,82,69,0,36,0
K,Basic,Online,51,28,0,33,0
K,Basic,Online,42,18,0,29,0
K,Basic,Online,49,24,0,36,0
K,Basic,Online,1,10,0,36,0
K,Basic,Online,28,15,0,23,0
K,Basic,Online,22,42,0,36,0
K,Basic,Online,5,15,0,36,0
K,Basic,Online,41,12,0,36,0
K,Basic,Online,28,11,0,31,0
K,Basic,Online,99,48,0,29,0
K,Basic,Online,20,16,0,36,0
K,Basic,Online,62,80,0,36,0
K,Basic,Online,273,72,0,30,0
K,Basic,Online,273,72,0,31,0
K,Basic,Online,28,24,0,36,0
K,Basic,Online,115,80,0,56,0
K,Basic,Online,118,74,0,36,0
K,Basic,Online,3,51,0,36,0
K,Basic,Online,11,12,0,36,0
K,Basic,Online,10,10,0,36,0
K,Basic,Online,48,42,0,36,0
K,Basic,Online,12,44,0,36,0
K,Basic,Online,13,10,0,36,0
K,Basic,Online,7,13,0,58,0
K,Basic,Online,43,24,0,36,0
K,Basic,Online,13,10,0,36,0
K,Basic,Online,117,72,0,36,0
K,Basic,Online,13,10,0,29,0
K,Basic,Online,19,21,0,36,0
K,Basic,Online,79,13,0,36,0
K,Basic,Online,31,64,0,36,0
K,Basic,Online,35,10,0,21,0
K,Basic,Online,112,16,0,36,0
K,Basic,Online,274,0,0,36,0
K,Basic,Online,4,12,0,36,0
K,Basic,Online,56,10,0,27,0
K,Basic,Online,23,74,0,36,0
K,Basic,Online,273,71,0,31,0
K,Basic,Online,11,39,0,36,0
K,Basic,Online,17,10,0,26,0
K,Basic,Online,39,39,0,36,0
K,Basic,Online,69,57,0,36,0
K,Basic,Online,4,16,0,36,0
K,Basic,Online,15,39,0,36,0
K,Basic,Online,118,80,0,43,0
K,Basic,Online,11,10,0,36,0
K,Basic,Online,71,17,0,36,0
K,Basic,Online,22,16,0,36,0
K,Basic,Online,66,57,0,48,0
K,Basic,Online,4,20,0,36,0
K,Basic,Online,13,16,0,36,0
K,Basic,Online,34,24,0,36,0
K,Basic,Online,36,0,0,36,0
K,Basic,Online,23,16,0,36,0
K,Basic,Online,6,18,0,36,0
K,Basic,Online,45,36,0,36,0
K,Basic,Online,165,14,0,36,0
K,Basic,Online,2,10,0,36,0
A,Basic,Online,24,112,0,36,0
A,Basic,Online,16,28,0,28,0
A,Basic,Online,50,37,0,36,0
A,Basic,Online,42,20,0,21,0
A,Basic,Online,13,48,0,36,0
A,Basic,Online,70,29,0,36,0
A,Basic,Online,28,37,0,36,0
A,Basic,Online,12,22,0,36,0
A,Basic,Online,50,20,0,22,0
A,Basic,Online,34,20,0,36,0
A,Basic,Online,18,20,0,45,0
Z,Premium,Online,17,39,15.6,118,0
Z,Premium,Online,21,117,46.8,118,0
Z,Premium,Online,23,100,40,118,0
Z,Premium,Online,14,39,15.6,118,0
P,Basic,Online,104,38,14.44,48,0
P,Basic,Online,5,38,14.44,48,0
Z,Premium,Online,27,15,6,28,0
Z,Premium,Online,12,15,6,56,0
W,Premium,Online,61,9.12,2.56,48,0
W,Premium,Online,118,7.71,2.16,48,0
I,Premium,Online,3,18,6.3,42,0
I,Premium,Online,8,30,10.5,36,0
I,Premium,Online,85,22,7.7,58,0
I,Premium,Online,31,22,7.7,53,0
I,Premium,Online,103,35,12.25,39,0
I,Premium,Online,51,30,10.5,59,0
I,Premium,Online,2,18,6.3,44,0
I,Premium,Online,2,18,6.3,56,0
I,Premium,Online,103,35,12.25,26,0
I,Premium,Online,27,18,6.3,40,0
I,Premium,Online,5,26,9.1,47,0
Z,Premium,Online,36,109,38.15,32,0
Z,Premium,Online,4,33,11.55,51,0
Z,Premium,Online,28,69,24.15,32,0
M,Basic,Offline,151,29,9.57,35,0
M,Basic,Offline,122,29,9.57,24,0
M,Basic,Offline,122,29,9.57,56,0
M,Basic,Offline,122,29,9.57,60,0
M,Basic,Offline,143,29,9.57,26,0
J,Premium,Online,24,20.25,5.06,38,0
J,Premium,Online,31,27,6.75,14,0
R,Premium,Online,5,27.75,6.94,46,0
R,Premium,Online,5,37,9.25,50,0
E,Premium,Online,367,291.75,72.94,29,0
Q,Basic,Online,9,59.4,35.64,59,0
Q,Basic,Online,12,69.3,41.58,43,0
Q,Basic,Online,118,29.7,17.82,31,0
Q,Basic,Online,20,39.6,23.76,31,0
Q,Basic,Online,5,29.7,17.82,39,0
Q,Basic,Online,24,29.7,17.82,58,0
Q,Basic,Online,104,118.8,71.28,31,0
Q,Basic,Online,41,49.5,29.7,31,0
Q,Basic,Online,52,59.4,35.64,31,0
Q,Basic,Online,159,148.5,89.1,26,0
Q,Basic,Online,34,19.8,11.88,37,0
Q,Basic,Online,22,59.4,35.64,37,0
Q,Basic,Online,96,0,5.94,31,0
Q,Basic,Online,17,59.4,35.64,57,0
Q,Basic,Online,13,29.7,17.82,32,0
Q,Basic,Online,16,39.6,23.76,26,0
Q,Basic,Online,19,39.6,23.76,31,0
Q,Basic,Online,11,19.8,11.88,28,0
Q,Basic,Online,23,39.6,23.76,31,0
Q,Basic,Online,43,79.2,47.52,52,0
Q,Basic,Online,7,19.8,11.88,36,0
Q,Basic,Online,6,0,35.64,34,0
B,Basic,Online,148,21,0,36,0
B,Basic,Online,4,20,0,36,0
B,Basic,Online,14,67,0,36,0
B,Basic,Online,22,28,0,36,0
B,Basic,Online,26,65,0,36,0
B,Basic,Online,38,64,0,36,0
B,Basic,Online,11,20,0,36,0
B,Basic,Online,33,29,0,54,0
B,Basic,Online,96,20,0,36,0
B,Basic,Online,10,38,0,36,0
B,Basic,Online,5,22,0,37,0
B,Basic,Online,61,42,0,36,0
B,Basic,Online,12,28,0,36,0
B,Basic,Online,98,21,0,36,0
B,Basic,Online,27,20,0,62,0
